timestamp	left_x	left_y	target_id	tar_x	tar_y
6100295	-487.8999939	25.59997559	4	-480	0
6100296	-486.2000122	26	4	-480	0
6100297	-486.1000061	27.40002441	4	-480	0
6100298	-486.3999939	28	4	-480	0
6100299	-491.1000061	27.29998779	4	-480	0
6100300	-490.6000061	26	4	-480	0
6100301	-486.2999878	29.79998779	4	-480	0
6100302	-486	29.29998779	4	-480	0
6100303	-486.1000061	29.09997559	4	-480	0
6100304	-488	27.70001221	4	-480	0
6100305	-487.8999939	27.79998779	4	-480	0
6100306	-485.2000122	30.90002441	4	-480	0
6100307	-488.6000061	29.20001221	4	-480	0
6100308	-485.1000061	29.40002441	4	-480	0
6100309	-489.6000061	30	4	-480	0
6100310	-487.3999939	31.29998779	4	-480	0
6100311	-486	27.59997559	4	-480	0
6100312	-488.6000061	30.5	4	-480	0
6100313	-488.6000061	29.5	4	-480	0
6100314	-487.7999878	28.90002441	4	-480	0
6100315	-490.2999878	28.20001221	4	-480	0
6100316	-487.1000061	29.09997559	4	-480	0
6100317	-487.3999939	26.90002441	4	-480	0
6100318	-490.5	27.70001221	4	-480	0
6100319	-489.6000061	28.59997559	4	-480	0
6100320	-487.7999878	30.5	4	-480	0
6100321	-486.5	30.5	4	-480	0
6100322	-485.7000122	28.70001221	4	-480	0
6100323	-487.7000122	28.29998779	4	-480	0
6100324	-487.2999878	29.79998779	4	-480	0
6100325	-487.2999878	30.5	4	-480	0
6100326	-486.7000122	31.79998779	4	-480	0
6100327	-481.8999939	31.20001221	4	-480	0
6100328	-487.8999939	27.20001221	4	-480	0
6100329	-489.5	31.70001221	4	-480	0
6100330	-485.7999878	32	4	-480	0
6100331	-486.8999939	31.09997559	4	-480	0
6100332	-489.3999939	30.70001221	4	-480	0
6100333	-488.2999878	30.20001221	4	-480	0
6100334	-486.1000061	30.20001221	4	-480	0
6100335	-486.5	30.90002441	4	-480	0
6100336	-487.7999878	30.29998779	4	-480	0
6100337	-487.6000061	31.29998779	4	-480	0
6100338	-487.6000061	32	4	-480	0
6100339	-486.2999878	31.40002441	4	-480	0
6100340	-488.1000061	30	4	-480	0
6100341	-488	33.20001221	4	-480	0
6100342	-489.7999878	32.20001221	4	-480	0
6100343	-486.2999878	32.29998779	4	-480	0
6100344	-484.3999939	32.29998779	4	-480	0
6100345	-486	30.70001221	4	-480	0
6100346	-489.2000122	30.79998779	4	-480	0
6100347	-487.1000061	33.29998779	4	-480	0
6100348	-489.2999878	31.29998779	4	-480	0
6100349	-487.3999939	30.59997559	4	-480	0
6100350	-487.3999939	32.20001221	4	-480	0
6100351	-486	29.79998779	4	-480	0
6100352	-487.2000122	31.20001221	4	-480	0
6100353	-486.8999939	30.70001221	4	-480	0
6100354	-489.5	28.70001221	4	-480	0
6100355	-486.7999878	31.59997559	4	-480	0
6100356	-487.8999939	30.70001221	4	-480	0
6100357	-485.8999939	31	4	-480	0
6100358	-484.2000122	32.5	4	-480	0
6100359	-485.7999878	32.59997559	4	-480	0
6100360	-487.7999878	30.70001221	4	-480	0
6100361	-488.3999939	31.09997559	4	-480	0
6100362	-486.6000061	32.09997559	4	-480	0
6100363	-484.5	32.59997559	4	-480	0
6100364	-487.2000122	31.40002441	4	-480	0
6100365	-483.7999878	31.29998779	4	-480	0
6100366	-487	29.90002441	4	-480	0
6100367	-485.7000122	34.70001221	4	-480	0
6100368	-484	33.20001221	4	-480	0
6100369	-485.6000061	29.59997559	4	-480	0
6100370	-481.6000061	32.09997559	4	-480	0
6100371	-487.5	29.90002441	4	-480	0
6100372	-487.7999878	30.59997559	4	-480	0
6100373	-488.2999878	33.40002441	4	-480	0
6100374	-487.1000061	32.79998779	4	-480	0
6100375	-486	32.09997559	4	-480	0
6100376	-486	30.70001221	4	-480	0
6100377	-487.1000061	29.70001221	4	-480	0
6100378	-484.7999878	29.79998779	4	-480	0
6100379	-487.1000061	30	4	-480	0
6100380	-485	31.79998779	4	-480	0
6100381	-486.2000122	32.90002441	4	-480	0
6100382	-488.7999878	29.5	4	-480	0
6100383	-486	30.09997559	4	-480	0
6100384	-487.7999878	32.09997559	4	-480	0
6100385	-487.5	30.5	4	-480	0
6100386	-487	31.29998779	4	-480	0
6100387	-486.5	29.59997559	4	-480	0
6100388	-487.2000122	28.40002441	4	-480	0
6100389	-486.1000061	29.90002441	4	-480	0
6100390	-489.2000122	31.79998779	4	-480	0
6100391	-484.8999939	30.20001221	4	-480	0
6100392	-482	32.09997559	4	-480	0
6100393	-485.7000122	31.59997559	4	-480	0
6100394	-485.2000122	30.70001221	4	-480	0
6100395	-488.5	29.59997559	4	-480	0
6100396	-485.2999878	32.59997559	4	-480	0
6100397	-485.1000061	30.09997559	4	-480	0
6100398	-488.7999878	31	4	-480	0
6100399	-490.3999939	30.90002441	4	-480	0
6100400	-487.7999878	30.20001221	4	-480	0
6100401	-487.5	28.90002441	4	-480	0
6100402	-486.8999939	31.29998779	4	-480	0
6100403	-483.2000122	31.90002441	4	-480	0
6100404	-484.8999939	30.5	4	-480	0
6100405	-482.8999939	32.09997559	4	-480	0
6100406	-486.8999939	31.40002441	4	-480	0
6100407	-486.8999939	29.90002441	4	-480	0
6100408	-483.5	34.29998779	4	-480	0
6100409	-485.3999939	32	4	-480	0
6100410	-484.6000061	30.40002441	4	-480	0
6100411	-486.7000122	30.40002441	4	-480	0
6100412	-486.2000122	32.40002441	4	-480	0
6100413	-486.8999939	30.5	4	-480	0
6100414	-490.3999939	29.5	4	-480	0
6100415	-485.3999939	30.59997559	4	-480	0
6100416	-486.2000122	31.29998779	4	-480	0
6100417	-485.7000122	27.59997559	4	-480	0
6100418	-485.2000122	30.79998779	4	-480	0
6100419	-489.5	31.40002441	4	-480	0
6100420	-486	28.5	4	-480	0
6100421	-487	30.59997559	4	-480	0
6100422	-486.2999878	32.70001221	4	-480	0
6100423	-486.2000122	29.90002441	4	-480	0
6100424	-485.3999939	29.5	4	-480	0
6100425	-486.8999939	31.40002441	4	-480	0
6100426	-484.6000061	31.40002441	4	-480	0
6100427	-490.7000122	29.29998779	4	-480	0
6100428	-485.5	32.79998779	4	-480	0
6100429	-488.1000061	30.90002441	4	-480	0
6100430	-488.2000122	31.70001221	4	-480	0
6100431	-485.8999939	30.90002441	4	-480	0
6100432	-489.6000061	31	4	-480	0
6100433	-488.3999939	29.59997559	4	-480	0
6100434	-487.7999878	31.5	4	-480	0
6100435	-484.7000122	31.5	4	-480	0
6100436	-485.5	32.59997559	4	-480	0
6100437	-486.2999878	30	4	-480	0
6100438	-482	32.20001221	4	-480	0
6100439	-488.2999878	27.20001221	4	-480	0
6100440	-487.8999939	30	4	-480	0
6100441	-487.2999878	28.70001221	4	-480	0
6100442	-486	33.20001221	4	-480	0
6100443	-489.3999939	31.20001221	4	-480	0
6100444	-484	34.29998779	4	-480	0
6100445	-486.2999878	32.40002441	4	-480	0
6100446	-483.7000122	32.29998779	4	-480	0
6100447	-488.2999878	33.40002441	4	-480	0
6100448	-486.2000122	36.20001221	4	-480	0
6100449	-485.8999939	36	4	-480	0
6100450	-486	31.59997559	4	-480	0
6100451	-482.3999939	33.59997559	4	-480	0
6100452	-485.6000061	30.59997559	4	-480	0
6100453	-485.7999878	33.59997559	4	-480	0
6100454	-482.7999878	33.20001221	4	-480	0
6100455	-485	32	4	-480	0
6100456	-486	32.59997559	4	-480	0
6100457	-485.1000061	31	4	-480	0
6100458	-485.6000061	34.40002441	4	-480	0
6100459	-487	34.59997559	4	-480	0
6100460	-486.1000061	34.70001221	4	-480	0
6100461	-484.1000061	35.29998779	4	-480	0
6100462	-486.2000122	35	4	-480	0
6100463	-484.6000061	34.20001221	4	-480	0
6100464	-484.1000061	36.20001221	4	-480	0
6100465	-485.2999878	33.5	4	-480	0
6100466	-485.7000122	32.09997559	4	-480	0
6100467	-480.6000061	32.79998779	4	-480	0
6100468	-485.3999939	32	4	-480	0
6100469	-484	27.5	4	-480	0
6100470	-482.7999878	27.90002441	4	-480	0
6100471	-483.1000061	25.5	4	-480	0
6100472	-489.8999939	24.20001221	4	-480	0
6100473	-482	24.5	4	-480	0
6100474	-488.7000122	24.09997559	4	-480	0
6100475	-485.8999939	21.09997559	4	-480	0
6100476	-486.2999878	19.79998779	4	-480	0
6100477	-482.7999878	17.20001221	4	-480	0
6100478	-482.6000061	20.09997559	4	-480	0
6100479	-484	21	4	-480	0
6100480	-483.5	18.5	4	-480	0
6100481	-485.3999939	17.20001221	4	-480	0
6100482	-481.2999878	22.40002441	4	-480	0
6100483	-484.2999878	20.5	4	-480	0
6100484	-484.2999878	22.40002441	4	-480	0
6100485	-485.7000122	21.20001221	4	-480	0
6100486	-487	22.70001221	4	-480	0
6100487	-483.6000061	23.29998779	4	-480	0
6100488	-487.3999939	24	4	-480	0
6100489	-484.2999878	25.29998779	4	-480	0
6100490	-487.3999939	23.40002441	4	-480	0
6100491	-483.3999939	22.5	4	-480	0
6100492	-484.8999939	24.40002441	4	-480	0
6100493	-484.5	24.29998779	4	-480	0
6100494	-484.7999878	26	4	-480	0
6100495	-482.2000122	22.79998779	4	-480	0
6100496	-483.7999878	24.90002441	4	-480	0
6100497	-486.1000061	25.59997559	4	-480	0
6100498	-484.7999878	24.20001221	4	-480	0
6100499	-483.5	25.09997559	4	-480	0
6100500	-478.7999878	26.59997559	4	-480	0
6100501	-485	27.79998779	4	-480	0
6100502	-483.2999878	26.29998779	4	-480	0
6100503	-485.3999939	26	4	-480	0
6100504	-484.5	25.20001221	4	-480	0
6100505	-485.3999939	26.70001221	4	-480	0
6100506	-484.2999878	26.20001221	4	-480	0
6100507	-484.5	26	4	-480	0
6100508	-484.8999939	27.09997559	4	-480	0
6100509	-483.2000122	24.40002441	4	-480	0
6100510	-483.6000061	27.29998779	4	-480	0
6100511	-484.1000061	25	4	-480	0
6100512	-484.7000122	24.40002441	4	-480	0
6100513	-487.7000122	24.79998779	4	-480	0
6100514	-484.1000061	25	4	-480	0
6100515	-486.7999878	23	4	-480	0
6100516	-486	26.29998779	4	-480	0
6100517	-482.5	23.40002441	4	-480	0
6100518	-483.1000061	24.20001221	4	-480	0
6100519	-486	26	4	-480	0
6100520	-485.5	23.70001221	4	-480	0
6100521	-485.5	25.90002441	4	-480	0
6100522	-482	23.09997559	4	-480	0
6100523	-486.8999939	24.5	4	-480	0
6100524	-484.3999939	22.09997559	4	-480	0
6100525	-484	25.20001221	4	-480	0
6100526	-484.7999878	25	4	-480	0
6100527	-485.6000061	26.59997559	4	-480	0
6100528	-483.6000061	24.29998779	4	-480	0
6100529	-482.8999939	27.90002441	4	-480	0
6100530	-484.2999878	25.59997559	4	-480	0
6100531	-484.6000061	27.09997559	4	-480	0
6100532	-483.2999878	25.29998779	4	-480	0
6100533	-483.1000061	26.29998779	4	-480	0
6100534	-482.1000061	27.29998779	4	-480	0
6100535	-484.8999939	24.29998779	4	-480	0
6100536	-482.7000122	25.29998779	4	-480	0
6100537	-486.1000061	21.90002441	4	-480	0
6100538	-482.2000122	27.90002441	4	-480	0
6100539	-484.8999939	25.20001221	4	-480	0
6100540	-482.8999939	26.5	4	-480	0
6100541	-481.8999939	28.70001221	4	-480	0
6100542	-480.6000061	27.90002441	4	-480	0
6100543	-480.8999939	26.59997559	4	-480	0
6100544	-484.2999878	26.90002441	4	-480	0
6100545	-485.5	25.79998779	4	-480	0
6100546	-483.7000122	25.09997559	4	-480	0
6100547	-485.1000061	26.90002441	4	-480	0
6100548	-484.3999939	24.70001221	4	-480	0
6100549	-483.3999939	24.59997559	4	-480	0
6100550	-485.2000122	23.90002441	4	-480	0
6100551	-484.7999878	25	4	-480	0
6100552	-480.7999878	25.79998779	4	-480	0
6100553	-483.8999939	23.20001221	4	-480	0
6100554	-485.3999939	27.09997559	4	-480	0
6100555	-484.5	28.29998779	4	-480	0
6100556	-485.2999878	23.40002441	4	-480	0
6100557	-481.7000122	27.70001221	4	-480	0
6100558	-482.2000122	27.20001221	4	-480	0
6100559	-482.2999878	24.29998779	4	-480	0
6100560	-483.7999878	27.40002441	4	-480	0
6100561	-482.3999939	27.40002441	4	-480	0
6100562	-484.2000122	25.09997559	4	-480	0
6100563	-485.7000122	25.40002441	4	-480	0
6100564	-483	26.20001221	4	-480	0
6100565	-480.2999878	26	4	-480	0
6100566	-479.7000122	26	4	-480	0
6100567	-484.8999939	26.70001221	4	-480	0
6100568	-482.1000061	26.20001221	4	-480	0
6100569	-484.1000061	26.70001221	4	-480	0
6100570	-483.7000122	26.5	4	-480	0
6100571	-481.1000061	27.5	4	-480	0
6100572	-481.5	27.20001221	4	-480	0
6100573	-480.6000061	29.79998779	4	-480	0
6100574	-484.2999878	25.5	4	-480	0
6100575	-486.6000061	24.20001221	4	-480	0
6100576	-482.8999939	27.90002441	4	-480	0
6100577	-479.7999878	26	4	-480	0
6100578	-484.3999939	26.79998779	4	-480	0
6100579	-483	26.5	4	-480	0
6100580	-485.3999939	27.09997559	4	-480	0
6100581	-481	30	4	-480	0
6100582	-483.1000061	27.5	4	-480	0
6100583	-483.7999878	25.70001221	4	-480	0
6100584	-484	24.90002441	4	-480	0
6100585	-483.6000061	25.59997559	4	-480	0
6100586	-485.7000122	26.70001221	4	-480	0
6100587	-482.3999939	28.20001221	4	-480	0
6100588	-485.7000122	26.79998779	4	-480	0
6100589	-482.2999878	28.59997559	4	-480	0
6100590	-483	23	4	-480	0
6100591	-484.5	25.20001221	4	-480	0
6100592	-483.7999878	27.29998779	4	-480	0
6100593	-485.3999939	25.70001221	4	-480	0
6100594	-483.7999878	25.29998779	4	-480	0
6100595	-484.2999878	29.20001221	4	-480	0
6100596	-482.7000122	26.09997559	4	-480	0
6100597	-479.5	27.20001221	4	-480	0
6100598	-483.8999939	28.70001221	4	-480	0
6100599	-482.2000122	26.59997559	4	-480	0
6100600	-484.7000122	27.59997559	4	-480	0
6100601	-484.2000122	28.70001221	4	-480	0
6100602	-479.7999878	27.59997559	4	-480	0
6100603	-483.3999939	29.40002441	4	-480	0
6100604	-482.1000061	27	4	-480	0
6100605	-483.3999939	25.5	4	-480	0
6100606	-485.3999939	25.5	4	-480	0
6100607	-482.7000122	26.90002441	4	-480	0
6100608	-481.1000061	25	4	-480	0
6100609	-482.2999878	28.40002441	4	-480	0
6100610	-485.8999939	27.70001221	4	-480	0
6100611	-483.1000061	28.09997559	4	-480	0
6100612	-482.2000122	28.20001221	4	-480	0
6100613	-484.5	25.09997559	4	-480	0
6100614	-485.1000061	25.29998779	4	-480	0
6100615	-483.2999878	27	4	-480	0
6100616	-483.3999939	28.70001221	4	-480	0
6100617	-481.2000122	29.59997559	4	-480	0
6100618	-483.3999939	26	4	-480	0
6100619	-482.2000122	28.09997559	4	-480	0
6100620	-482.7000122	28.09997559	4	-480	0
6100621	-482.5	29.40002441	4	-480	0
6100622	-483.3999939	25.59997559	4	-480	0
6100623	-482.2000122	28	4	-480	0
6100624	-485.3999939	29.40002441	4	-480	0
6100625	-481.6000061	26.29998779	4	-480	0
6100626	-483	29.29998779	4	-480	0
6100627	-481.3999939	25.20001221	4	-480	0
6100628	-479.2999878	28.5	4	-480	0
6100629	-481.3999939	28.40002441	4	-480	0
6100630	-484.8999939	27.40002441	4	-480	0
6100631	-482	27	4	-480	0
6100632	-482.7999878	28.90002441	4	-480	0
6100633	-481.2999878	25.79998779	4	-480	0
